id,question,level,sql_code,train
D0018,"Em Cuiabá, qual a distância média em metros das escolas até o CREAS mais próximo, por dependência administrativa?",Difícil,"SELECT e.tp_depende,
       ROUND(AVG(d.dist_m)::numeric, 2) AS media_m
FROM escola e
JOIN LATERAL (
  SELECT MIN(ST_Distance(e.geometry::geography, cr.geometry::geography)) AS dist_m
  FROM creas cr WHERE cr.nm_mun = 'Cuiabá'
) d ON TRUE
JOIN municipio mu ON ST_Contains(mu.geometry, e.geometry)
WHERE mu.nm_mun = 'Cuiabá'
GROUP BY e.tp_depende
ORDER BY media_m;",1
D0019,"Em Vitória, qual a distância média em metros das escolas até o CREAS mais próximo, por dependência administrativa?",Difícil,"SELECT e.tp_depende,
       ROUND(AVG(d.dist_m)::numeric, 2) AS media_m
FROM escola e
JOIN LATERAL (
  SELECT MIN(ST_Distance(e.geometry::geography, cr.geometry::geography)) AS dist_m
  FROM creas cr WHERE cr.nm_mun = 'Vitória'
) d ON TRUE
JOIN municipio mu ON ST_Contains(mu.geometry, e.geometry)
WHERE mu.nm_mun = 'Vitória'
GROUP BY e.tp_depende
ORDER BY media_m;",1
D0020,"Em Belém, qual a distância média em metros das escolas até o CREAS mais próximo, por dependência administrativa?",Difícil,"SELECT e.tp_depende,
       ROUND(AVG(d.dist_m)::numeric, 2) AS media_m
FROM escola e
JOIN LATERAL (
  SELECT MIN(ST_Distance(e.geometry::geography, cr.geometry::geography)) AS dist_m
  FROM creas cr WHERE cr.nm_mun = 'Belém'
) d ON TRUE
JOIN municipio mu ON ST_Contains(mu.geometry, e.geometry)
WHERE mu.nm_mun = 'Belém'
GROUP BY e.tp_depende
ORDER BY media_m;",1
D0021,"Em Campo Grande, qual a distância média em metros das escolas até o CREAS mais próximo, por dependência administrativa?",Difícil,"SELECT e.tp_depende,
       ROUND(AVG(d.dist_m)::numeric, 2) AS media_m
FROM escola e
JOIN LATERAL (
  SELECT MIN(ST_Distance(e.geometry::geography, cr.geometry::geography)) AS dist_m
  FROM creas cr WHERE cr.nm_mun = 'Campo Grande'
) d ON TRUE
JOIN municipio mu ON ST_Contains(mu.geometry, e.geometry)
WHERE mu.nm_mun = 'Campo Grande'
GROUP BY e.tp_depende
ORDER BY media_m;",1
D0022,"Em Florianópolis, qual a distância média em metros das escolas até o CREAS mais próximo, por dependência administrativa?",Difícil,"SELECT e.tp_depende,
       ROUND(AVG(d.dist_m)::numeric, 2) AS media_m
FROM escola e
JOIN LATERAL (
  SELECT MIN(ST_Distance(e.geometry::geography, cr.geometry::geography)) AS dist_m
  FROM creas cr WHERE cr.nm_mun = 'Florianópolis'
) d ON TRUE
JOIN municipio mu ON ST_Contains(mu.geometry, e.geometry)
WHERE mu.nm_mun = 'Florianópolis'
GROUP BY e.tp_depende
ORDER BY media_m;",1
D0023,"Em Manaus, qual a distância média em metros das escolas até o CREAS mais próximo, por dependência administrativa?",Difícil,"SELECT e.tp_depende,
       ROUND(AVG(d.dist_m)::numeric, 2) AS media_m
FROM escola e
JOIN LATERAL (
  SELECT MIN(ST_Distance(e.geometry::geography, cr.geometry::geography)) AS dist_m
  FROM creas cr WHERE cr.nm_mun = 'Manaus'
) d ON TRUE
JOIN municipio mu ON ST_Contains(mu.geometry, e.geometry)
WHERE mu.nm_mun = 'Manaus'
GROUP BY e.tp_depende
ORDER BY media_m;",1
D0024,"Em Belo Horizonte, qual a distância média em metros das escolas até o CRAS mais próximo, por dependência administrativa?",Difícil,"SELECT e.tp_depende,
       ROUND(AVG(d.dist_m)::numeric, 2) AS media_m
FROM escola e
JOIN LATERAL (
  SELECT MIN(ST_Distance(e.geometry::geography, c.geometry::geography)) AS dist_m
  FROM cras c WHERE c.nm_mun = 'Belo Horizonte'
) d ON TRUE
JOIN municipio mu ON ST_Contains(mu.geometry, e.geometry)
WHERE mu.nm_mun = 'Belo Horizonte'
GROUP BY e.tp_depende
ORDER BY media_m;",1
D0025,"Em Recife, qual a distância média em metros das escolas até o CREAS mais próximo, por dependência administrativa?",Difícil,"SELECT e.tp_depende,
       ROUND(AVG(d.dist_m)::numeric, 2) AS media_m
FROM escola e
JOIN LATERAL (
  SELECT MIN(ST_Distance(e.geometry::geography, cr.geometry::geography)) AS dist_m
  FROM creas cr WHERE cr.nm_mun = 'Recife'
) d ON TRUE
JOIN municipio mu ON ST_Contains(mu.geometry, e.geometry)
WHERE mu.nm_mun = 'Recife'
GROUP BY e.tp_depende
ORDER BY media_m;",1
D0026,"Em Porto Alegre, qual a distância média em metros das escolas até o CRAS mais próximo, por dependência administrativa?",Difícil,"SELECT e.tp_depende,
       ROUND(AVG(d.dist_m)::numeric, 2) AS media_m
FROM escola e
JOIN LATERAL (
  SELECT MIN(ST_Distance(e.geometry::geography, c.geometry::geography)) AS dist_m
  FROM cras c WHERE c.nm_mun = 'Porto Alegre'
) d ON TRUE
JOIN municipio mu ON ST_Contains(mu.geometry, e.geometry)
WHERE mu.nm_mun = 'Porto Alegre'
GROUP BY e.tp_depende
ORDER BY media_m;",1
D0027,"Em Cuiabá, qual a distância média em metros das escolas até o CRAS mais próximo, por dependência administrativa?",Difícil,"SELECT e.tp_depende,
       ROUND(AVG(d.dist_m)::numeric, 2) AS media_m
FROM escola e
JOIN LATERAL (
  SELECT MIN(ST_Distance(e.geometry::geography, c.geometry::geography)) AS dist_m
  FROM cras c WHERE c.nm_mun = 'Cuiabá'
) d ON TRUE
JOIN municipio mu ON ST_Contains(mu.geometry, e.geometry)
WHERE mu.nm_mun = 'Cuiabá'
GROUP BY e.tp_depende
ORDER BY media_m;",1
D0028,"Em Contagem, qual a distância média em metros das escolas até o CREAS mais próximo, por dependência administrativa?",Difícil,"SELECT e.tp_depende,
       ROUND(AVG(d.dist_m)::numeric, 2) AS media_m
FROM escola e
JOIN LATERAL (
  SELECT MIN(ST_Distance(e.geometry::geography, cr.geometry::geography)) AS dist_m
  FROM creas cr WHERE cr.nm_mun = 'Contagem'
) d ON TRUE
JOIN municipio mu ON ST_Contains(mu.geometry, e.geometry)
WHERE mu.nm_mun = 'Contagem'
GROUP BY e.tp_depende
ORDER BY media_m;",1
D0029,"Em São Luís, quantas escolas estão a até 2 km de cada CREAS?",Difícil,"SELECT cr.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM creas cr
JOIN escola e ON ST_DWithin(cr.geometry::geography, e.geometry::geography, 2000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE cr.nm_mun = 'São Luís'
GROUP BY cr.nu_identif
ORDER BY n_escolas DESC;",1
D0030,"Em Fortaleza, quantas escolas estão a até 2 km de cada CREAS?",Difícil,"SELECT cr.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM creas cr
JOIN escola e ON ST_DWithin(cr.geometry::geography, e.geometry::geography, 2000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE cr.nm_mun = 'Fortaleza'
GROUP BY cr.nu_identif
ORDER BY n_escolas DESC;",1
D0031,"Em São Paulo, quantas escolas estão a até 4 km de cada CRAS?",Difícil,"SELECT c.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM cras c
JOIN escola e ON ST_DWithin(c.geometry::geography, e.geometry::geography, 4000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE c.nm_mun = 'São Paulo'
GROUP BY c.nu_identif
ORDER BY n_escolas DESC;",1
D0032,"Em Palmas, quantas escolas estão a até 10 km de cada CRAS?",Difícil,"SELECT c.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM cras c
JOIN escola e ON ST_DWithin(c.geometry::geography, e.geometry::geography, 10000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE c.nm_mun = 'Palmas'
GROUP BY c.nu_identif
ORDER BY n_escolas DESC;",1
D0033,"Em João Pessoa, quantas escolas estão a até 8 km de cada CRAS?",Difícil,"SELECT c.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM cras c
JOIN escola e ON ST_DWithin(c.geometry::geography, e.geometry::geography, 8000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE c.nm_mun = 'João Pessoa'
GROUP BY c.nu_identif
ORDER BY n_escolas DESC;",1
D0034,"Em Palmas, quantas escolas estão a até 3 km de cada CREAS?",Difícil,"SELECT cr.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM creas cr
JOIN escola e ON ST_DWithin(cr.geometry::geography, e.geometry::geography, 3000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE cr.nm_mun = 'Palmas'
GROUP BY cr.nu_identif
ORDER BY n_escolas DESC;",1
D0035,"Em Vitória, quantas escolas estão a até 10 km de cada CRAS?",Difícil,"SELECT c.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM cras c
JOIN escola e ON ST_DWithin(c.geometry::geography, e.geometry::geography, 10000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE c.nm_mun = 'Vitória'
GROUP BY c.nu_identif
ORDER BY n_escolas DESC;",1
D0036,"Em Teresina, quantas escolas estão a até 3 km de cada CRAS?",Difícil,"SELECT c.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM cras c
JOIN escola e ON ST_DWithin(c.geometry::geography, e.geometry::geography, 3000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE c.nm_mun = 'Teresina'
GROUP BY c.nu_identif
ORDER BY n_escolas DESC;",1
D0037,"Em Natal, quantas escolas estão a até 2 km de cada CRAS?",Difícil,"SELECT c.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM cras c
JOIN escola e ON ST_DWithin(c.geometry::geography, e.geometry::geography, 2000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE c.nm_mun = 'Natal'
GROUP BY c.nu_identif
ORDER BY n_escolas DESC;",1
D0038,"Em Florianópolis, quantas escolas estão a até 5 km de cada CREAS?",Difícil,"SELECT cr.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM creas cr
JOIN escola e ON ST_DWithin(cr.geometry::geography, e.geometry::geography, 5000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE cr.nm_mun = 'Florianópolis'
GROUP BY cr.nu_identif
ORDER BY n_escolas DESC;",1
D0039,"Em Porto Alegre, quantas escolas estão a até 4 km de cada CRAS?",Difícil,"SELECT c.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM cras c
JOIN escola e ON ST_DWithin(c.geometry::geography, e.geometry::geography, 4000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE c.nm_mun = 'Porto Alegre'
GROUP BY c.nu_identif
ORDER BY n_escolas DESC;",1
D0040,"Em Campo Grande, quantas escolas estão a até 8 km de cada CRAS?",Difícil,"SELECT c.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM cras c
JOIN escola e ON ST_DWithin(c.geometry::geography, e.geometry::geography, 8000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE c.nm_mun = 'Campo Grande'
GROUP BY c.nu_identif
ORDER BY n_escolas DESC;",1
D0041,"Em Manaus, quantas escolas estão a até 15 km de cada CRAS?",Difícil,"SELECT c.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM cras c
JOIN escola e ON ST_DWithin(c.geometry::geography, e.geometry::geography, 15000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE c.nm_mun = 'Manaus'
GROUP BY c.nu_identif
ORDER BY n_escolas DESC;",1
D0042,"Em Contagem, quantas escolas estão a até 15 km de cada CRAS?",Difícil,"SELECT c.nu_identif, COUNT(DISTINCT e.cd_entidade) AS n_escolas
FROM cras c
JOIN escola e ON ST_DWithin(c.geometry::geography, e.geometry::geography, 15000)
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE c.nm_mun = 'Contagem'
GROUP BY c.nu_identif
ORDER BY n_escolas DESC;",1
D0043,"Na região Nordeste, para municípios com área acima de 80 km², qual a máxima das áreas das regiões centrais por estado?",Difícil,"SELECT uf.nm_uf, ROUND(MAX(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS max_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Nordeste' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 80
GROUP BY uf.nm_uf
ORDER BY max_inter_km2 DESC;",1
D0044,"Na região Norte, para municípios com área acima de 80 km², qual a máxima das áreas das regiões centrais por estado?",Difícil,"SELECT uf.nm_uf, ROUND(MAX(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS max_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Norte' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 80
GROUP BY uf.nm_uf
ORDER BY max_inter_km2 DESC;",1
D0045,"Por estado da região Sul, qual a máxima das áreas das regiões centrais nos municípios com mais de 300 km²?",Difícil,"SELECT uf.nm_uf, ROUND(MAX(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS max_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Sul' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 300
GROUP BY uf.nm_uf
ORDER BY max_inter_km2 DESC;",1
D0046,"Na região Centro-Oeste, para municípios com área acima de 250 km², qual a soma das áreas das regiões centrais por estado?",Difícil,"SELECT uf.nm_uf, ROUND(SUM(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS soma_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Centro-Oeste' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 250
GROUP BY uf.nm_uf
ORDER BY soma_inter_km2 DESC;",1
D0047,"Na região Sudeste, para municípios com área acima de 250 km², qual a máxima das áreas das regiões centrais por estado?",Difícil,"SELECT uf.nm_uf, ROUND(MAX(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS max_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Sudeste' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 250
GROUP BY uf.nm_uf
ORDER BY max_inter_km2 DESC;",1
D0048,"Por estado da região Centro-Oeste, qual a máxima das áreas das regiões centrais nos municípios com mais de 400 km²?",Difícil,"SELECT uf.nm_uf, ROUND(MAX(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS max_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Centro-Oeste' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 400
GROUP BY uf.nm_uf
ORDER BY max_inter_km2 DESC;",1
D0049,"Na região Sul, para municípios com área acima de 80 km², qual a média das áreas das regiões centrais por estado?",Difícil,"SELECT uf.nm_uf, ROUND(AVG(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS media_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Sul' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 80
GROUP BY uf.nm_uf
ORDER BY media_inter_km2 DESC;",1
D0050,"Na região Sul, para municípios com área acima de 100 km², qual a máxima das áreas das regiões centrais por estado?",Difícil,"SELECT uf.nm_uf, ROUND(MAX(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS max_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Sul' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 100
GROUP BY uf.nm_uf
ORDER BY max_inter_km2 DESC;",1
D0051,"Na região Nordeste, para municípios com área acima de 120 km², qual a máxima das áreas das regiões centrais por estado?",Difícil,"SELECT uf.nm_uf, ROUND(MAX(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS max_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Nordeste' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 120
GROUP BY uf.nm_uf
ORDER BY max_inter_km2 DESC;",1
D0052,"Na região Centro-Oeste, para municípios com área acima de 500 km², qual a média das áreas das regiões centrais por estado?",Difícil,"SELECT uf.nm_uf, ROUND(AVG(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS media_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Centro-Oeste' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 500
GROUP BY uf.nm_uf
ORDER BY media_inter_km2 DESC;",1
D0053,"Por estado da região Nordeste, qual a máxima das áreas das regiões centrais nos municípios com mais de 500 km²?",Difícil,"SELECT uf.nm_uf, ROUND(MAX(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS max_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Nordeste' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 500
GROUP BY uf.nm_uf
ORDER BY max_inter_km2 DESC;",1
D0054,"Na região Sudeste, para municípios com área acima de 400 km², qual a média das áreas das regiões centrais por estado?",Difícil,"SELECT uf.nm_uf, ROUND(AVG(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS media_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Sudeste' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 400
GROUP BY uf.nm_uf
ORDER BY media_inter_km2 DESC;",1
D0055,"Na região Nordeste, para municípios com área acima de 150 km², qual a média das áreas das regiões centrais por estado?",Difícil,"SELECT uf.nm_uf, ROUND(AVG(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS media_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Nordeste' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 150
GROUP BY uf.nm_uf
ORDER BY media_inter_km2 DESC;",1
D0056,"Na região Sul, para municípios com área acima de 150 km², qual a média das áreas das regiões centrais por estado?",Difícil,"SELECT uf.nm_uf, ROUND(AVG(ST_Area(ST_Transform(ST_Intersection(mu.geometry, ST_Buffer(ST_Centroid(mu.geometry), 0.1)), 5880)) / 1e6)::numeric, 2) AS media_inter_km2
FROM municipio mu
JOIN unidade_federativa uf ON mu.cd_uf = uf.cd_uf
JOIN regiao rg ON uf.cd_regia = rg.cd_regia
WHERE rg.nm_regia = 'Sul' AND ST_Area(ST_Transform(mu.geometry, 5880)) / 1e6 > 150
GROUP BY uf.nm_uf
ORDER BY media_inter_km2 DESC;",1
D0057,"Num raio de 3 km do centro de Cuiabá, qual a média de matrículas na educação básica por dependência administrativa?",Difícil,"SELECT e.tp_depende, ROUND(AVG(md.qt_mat_bas)::numeric, 2) AS media
FROM escola e
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE ST_Intersects(ST_Buffer(ST_SetSRID(ST_MakePoint(-56.0902, -15.5812), 4674)::geography, 3000), e.geometry::geography)
GROUP BY e.tp_depende
ORDER BY media DESC;",1
D0058,"Num raio de 12 km do centro de Belo Horizonte, qual a média de matrículas na educação infantil por dependência administrativa?",Difícil,"SELECT e.tp_depende, ROUND(AVG(md.qt_mat_inf)::numeric, 2) AS media
FROM escola e
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE ST_Intersects(ST_Buffer(ST_SetSRID(ST_MakePoint(-43.927, -19.9391), 4674)::geography, 12000), e.geometry::geography)
GROUP BY e.tp_depende
ORDER BY media DESC;",1
D0059,"Num raio de 8 km do centro de Curitiba, qual a média de matrículas no ensino médio por dependência administrativa?",Difícil,"SELECT e.tp_depende, ROUND(AVG(md.qt_mat_med)::numeric, 2) AS media
FROM escola e
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE ST_Intersects(ST_Buffer(ST_SetSRID(ST_MakePoint(-49.2878, -25.4403), 4674)::geography, 8000), e.geometry::geography)
GROUP BY e.tp_depende
ORDER BY media DESC;",1
D0060,"Num raio de 5 km do centro de Vitória, qual a média de matrículas na EJA por dependência administrativa?",Difícil,"SELECT e.tp_depende, ROUND(AVG(md.qt_mat_eja)::numeric, 2) AS media
FROM escola e
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE ST_Intersects(ST_Buffer(ST_SetSRID(ST_MakePoint(-40.3378, -20.3273), 4674)::geography, 5000), e.geometry::geography)
GROUP BY e.tp_depende
ORDER BY media DESC;",1
D0061,"Num raio de 3 km do centro de Aracaju, qual a média de desktops para alunos por dependência administrativa?",Difícil,"SELECT e.tp_depende, ROUND(AVG(md.qt_desktop_aluno)::numeric, 2) AS media
FROM escola e
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE ST_Intersects(ST_Buffer(ST_SetSRID(ST_MakePoint(-37.0701, -10.9296), 4674)::geography, 3000), e.geometry::geography)
GROUP BY e.tp_depende
ORDER BY media DESC;",1
D0062,"Num raio de 6 km do centro de São Luís, qual a média de matrículas na EJA por dependência administrativa?",Difícil,"SELECT e.tp_depende, ROUND(AVG(md.qt_mat_eja)::numeric, 2) AS media
FROM escola e
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE ST_Intersects(ST_Buffer(ST_SetSRID(ST_MakePoint(-44.32, -2.5322), 4674)::geography, 6000), e.geometry::geography)
GROUP BY e.tp_depende
ORDER BY media DESC;",1
D0063,"Num raio de 12 km do centro de Goiânia, qual a média de docentes da educação básica por dependência administrativa?",Difícil,"SELECT e.tp_depende, ROUND(AVG(md.qt_doc_bas)::numeric, 2) AS media
FROM escola e
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE ST_Intersects(ST_Buffer(ST_SetSRID(ST_MakePoint(-49.241, -16.7079), 4674)::geography, 12000), e.geometry::geography)
GROUP BY e.tp_depende
ORDER BY media DESC;",1
D0064,"Num raio de 4 km do centro de Natal, qual a média de computadores portáteis para alunos por dependência administrativa?",Difícil,"SELECT e.tp_depende, ROUND(AVG(md.qt_comp_portatil_aluno)::numeric, 2) AS media
FROM escola e
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE ST_Intersects(ST_Buffer(ST_SetSRID(ST_MakePoint(-35.1917, -5.779), 4674)::geography, 4000), e.geometry::geography)
GROUP BY e.tp_depende
ORDER BY media DESC;",1
D0065,"Num raio de 12 km do centro de Palmas, qual a média de matrículas no ensino médio por dependência administrativa?",Difícil,"SELECT e.tp_depende, ROUND(AVG(md.qt_mat_med)::numeric, 2) AS media
FROM escola e
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE ST_Intersects(ST_Buffer(ST_SetSRID(ST_MakePoint(-48.3181, -10.1705), 4674)::geography, 12000), e.geometry::geography)
GROUP BY e.tp_depende
ORDER BY media DESC;",1
D0066,"Num raio de 5 km do centro de Maceió, qual a média de docentes da educação básica por dependência administrativa?",Difícil,"SELECT e.tp_depende, ROUND(AVG(md.qt_doc_bas)::numeric, 2) AS media
FROM escola e
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE ST_Intersects(ST_Buffer(ST_SetSRID(ST_MakePoint(-35.7323, -9.6583), 4674)::geography, 5000), e.geometry::geography)
GROUP BY e.tp_depende
ORDER BY media DESC;",1
D0067,"Num raio de 3 km do centro de Palmas, qual a média de matrículas na educação profissional por dependência administrativa?",Difícil,"SELECT e.tp_depende, ROUND(AVG(md.qt_mat_prof)::numeric, 2) AS media
FROM escola e
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE ST_Intersects(ST_Buffer(ST_SetSRID(ST_MakePoint(-48.3267, -10.1626), 4674)::geography, 3000), e.geometry::geography)
GROUP BY e.tp_depende
ORDER BY media DESC;",1
D0068,"Num raio de 3 km do centro de Salvador, qual a média de docentes da educação básica por dependência administrativa?",Difícil,"SELECT e.tp_depende, ROUND(AVG(md.qt_doc_bas)::numeric, 2) AS media
FROM escola e
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE ST_Intersects(ST_Buffer(ST_SetSRID(ST_MakePoint(-38.5241, -12.9673), 4674)::geography, 3000), e.geometry::geography)
GROUP BY e.tp_depende
ORDER BY media DESC;",1
D0069,"Num raio de 20 km do centro de Porto Alegre, qual a média de matrículas na educação básica por dependência administrativa?",Difícil,"SELECT e.tp_depende, ROUND(AVG(md.qt_mat_bas)::numeric, 2) AS media
FROM escola e
JOIN microdados_ed_basica md ON e.cd_entidade = md.cd_entidade
WHERE ST_Intersects(ST_Buffer(ST_SetSRID(ST_MakePoint(-51.2295, -30.0137), 4674)::geography, 20000), e.geometry::geography)
GROUP BY e.tp_depende
ORDER BY media DESC;",1
